SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
1510,2,1,Urban,2007,66562.89292432836,44.081386042601565,18,Budget
1911,4,2,Suburb,1986,220445.2184965615,115.35594897779251,39,Mid-Range
1360,5,2,Urban,1981,135181.62130921843,99.39825096266061,44,Budget
2932,2,3,Suburb,1977,330428.0575773297,112.69715469895283,48,High-End
2622,4,1,Suburb,1983,342761.3547464658,130.7251543655476,42,High-End
1715,2,2,Rural,2011,159876.63171843148,93.22252578334198,14,Budget
1218,4,2,Rural,2017,126540.1916086022,103.89178292988686,8,Budget
1405,4,1,Urban,1968,173815.90400369046,123.71238719123876,57,Budget
1752,2,1,Rural,1997,171953.6309230025,98.14704961358589,28,Budget
1922,4,1,Urban,1999,251572.2608066053,130.8908745091599,26,Mid-Range
1831,3,1,Suburb,1999,255657.41959352992,139.62720895332055,26,Mid-Range
2793,2,2,Suburb,1971,387532.5423182808,138.75135779387068,54,High-End
2644,3,1,Rural,1972,249986.77214735773,94.54870353530927,53,Mid-Range
2791,4,2,Rural,2009,265818.7916593366,95.24141585787768,16,High-End
1793,5,1,Urban,2010,253663.2395498784,141.47419941432148,15,Mid-Range
2243,5,3,Urban,2016,250831.3185990881,111.82849692335625,9,Mid-Range
1594,4,1,Rural,1954,176744.72815116515,110.88125981879871,71,Budget
1106,3,1,Rural,1979,120656.06369810566,109.09228182468865,46,Budget
1580,2,2,Rural,1958,238448.03822649916,150.91647989018935,67,Mid-Range
1608,5,2,Urban,2014,210158.39552354685,130.6955196041958,11,Mid-Range
2747,3,3,Suburb,1960,230670.75471483145,83.97188012917053,65,Mid-Range
2309,5,3,Rural,2012,214600.7221140608,92.94097969426626,13,Mid-Range
2772,5,1,Suburb,1964,363273.018000042,131.05087229438746,61,High-End
1007,4,2,Suburb,2007,271104.48324216635,269.2199436367094,18,High-End
1805,2,1,Rural,1983,250513.0062068022,138.78836908964112,42,Mid-Range
1188,3,2,Suburb,1976,90282.62314669456,75.99547402920417,49,Budget
1080,3,2,Suburb,1984,138678.43224095664,128.40595577866355,41,Budget
1107,2,2,Urban,1969,177026.1352645468,159.9152080077207,56,Budget
2344,3,2,Rural,1957,207939.9808926075,88.71159594394518,68,Mid-Range
2602,5,3,Urban,1995,222613.330413456,85.55470038949116,30,Mid-Range
1685,2,2,Suburb,1989,234051.67948849848,138.90307388041452,36,Mid-Range
1345,5,3,Suburb,1957,166780.39344250428,124.00029252230802,68,Budget
2886,5,3,Suburb,2005,346742.15426955145,120.14627660067617,20,High-End
1327,5,1,Rural,1971,200828.9753259317,151.34059934132006,54,Mid-Range
1554,2,1,Suburb,1989,164059.29743582694,105.57226347221811,36,Budget
2722,3,3,Urban,1956,255369.97644660692,93.81703763651981,69,Mid-Range
1301,5,3,Rural,2001,190145.9146646517,146.153662309494,24,Mid-Range
1199,2,3,Urban,1963,173484.7486348002,144.69119986221867,62,Budget
1892,2,2,Rural,2002,171469.97531587665,90.6289510126198,23,Budget
2442,4,2,Rural,1967,314774.1617173991,128.90014812342304,58,High-End
2062,4,3,Urban,1964,282734.1739827819,137.11647622831322,61,High-End
2755,4,3,Rural,1976,297216.4790224054,107.88256951811448,49,High-End
1306,3,3,Urban,2000,162005.48559253447,124.0470793204705,25,Budget
2027,3,1,Urban,2014,222306.23854115105,109.67253998083426,11,Mid-Range
2656,3,1,Suburb,2008,358827.85597948753,135.1008493898673,17,High-End
2871,3,2,Suburb,2007,264595.9638842132,92.16160358210142,18,High-End
2100,5,2,Suburb,1971,214783.83592632177,102.27801710777227,54,Mid-Range
1467,2,1,Urban,1975,178304.651915568,121.54373000379552,50,Budget
1178,2,2,Rural,2010,173355.23602497863,147.16064178690885,15,Budget
1644,4,2,Suburb,1994,150172.95489125888,91.34607961755407,31,Budget
2846,2,3,Rural,2010,301826.2753182034,106.05280229030336,15,High-End
2764,3,3,Rural,1994,364431.3166868367,131.84924626875423,31,High-End
1275,2,1,Urban,1975,112993.5111380993,88.62236167694063,50,Budget
2175,5,3,Rural,1965,246848.65729364095,113.49363553730619,60,Mid-Range
2187,5,2,Urban,1960,277756.0948306445,127.00324409265866,65,High-End
2313,4,3,Urban,1997,247159.74919540016,106.85678737371386,28,Mid-Range
2401,3,2,Urban,1961,307494.51390722045,128.069351898051,64,High-End
1620,2,1,Urban,2005,206550.32902293315,127.50020310057602,20,Mid-Range
1637,4,3,Urban,2004,206857.4737041591,126.36375913510025,21,Mid-Range
2775,2,1,Urban,1960,254376.717396836,91.66728554840937,65,Mid-Range
2333,4,3,Rural,1952,248138.943866704,106.36045600801715,73,Mid-Range
1929,4,3,Suburb,1997,158911.6164963799,82.38030922570238,28,Budget
2936,5,3,Suburb,1981,296521.19948194106,100.9949589516148,44,High-End
2412,5,1,Suburb,1966,244558.9557981577,101.3926019063672,59,Mid-Range
2880,5,3,Rural,1991,230448.5008004174,80.01684055570048,34,Mid-Range
2681,4,2,Rural,1961,346236.6336681208,129.14458547859783,64,High-End
2787,5,3,Urban,1984,289125.7950338012,103.74086653527132,41,High-End
1182,5,3,Suburb,1979,115023.76965978174,97.31283389152432,46,Budget
2844,3,2,Rural,1951,282428.19754733134,99.3066798689632,74,High-End
2329,2,1,Urban,1958,272631.73219938594,117.05956728183166,67,High-End
1071,2,1,Suburb,1990,50983.0651915917,47.60323547300812,35,Budget
2242,3,2,Urban,1984,263359.8972715087,117.46650190522243,41,High-End
1718,3,3,Suburb,1979,198787.9090112452,115.70891094950245,46,Mid-Range
2196,5,2,Suburb,1977,284018.40501109144,129.33442851142598,48,High-End
2676,5,2,Suburb,1953,373195.6800885814,139.46026909139812,72,High-End
2295,2,3,Rural,1994,310820.1281914298,135.43360705508923,31,High-End
1725,3,2,Urban,1998,129339.82237230416,74.97960717235024,27,Budget
2491,3,1,Urban,2003,228822.4425840373,91.85967185228313,22,Mid-Range
1268,5,1,Rural,2013,206705.13413167707,163.0166672962753,12,Mid-Range
2043,2,1,Suburb,1968,227176.75273396567,111.19762737834834,57,Mid-Range
1577,4,2,Suburb,1985,228995.20789066367,145.20938991164468,40,Mid-Range
1994,3,3,Suburb,1968,217967.797270359,109.31183413759229,57,Mid-Range
1814,2,1,Urban,1971,103477.21866372242,57.043670707674984,54,Budget
2526,2,3,Urban,1986,254698.0324172064,100.83057498701758,39,Mid-Range
1146,2,3,Urban,1995,179693.87667722793,156.8009395089249,30,Budget
2452,3,1,Suburb,1981,322660.3459750208,131.59067943516345,44,High-End
2188,4,2,Suburb,1996,261947.3060456773,119.71997534080316,29,High-End
1889,5,1,Suburb,1972,173322.02325379985,91.75332093901527,53,Budget
1309,4,2,Urban,2002,182328.73184103973,139.2885651955995,23,Budget
1517,2,3,Suburb,1979,214696.8550652251,141.52726108452543,46,Mid-Range
1013,3,1,Suburb,1963,156194.08644384734,154.1896213660882,62,Budget
1131,3,1,Rural,1972,143095.1107491367,126.52087599393164,53,Budget
2877,4,2,Urban,2014,267098.72126807086,92.83931917555469,11,High-End
1754,4,2,Urban,1984,254152.7692004884,144.8989562146456,41,Mid-Range
1438,3,3,Urban,1996,114653.48585556891,79.7312140859311,29,Budget
1742,4,1,Urban,1981,184219.5843902886,105.75177060292113,44,Budget
1739,5,1,Rural,1985,244643.865775101,140.68077387872398,40,Mid-Range
2697,5,1,Rural,1962,364022.1477313442,134.97298766456962,63,High-End
1794,5,2,Rural,2001,180297.3342148999,100.50018629593082,24,Budget
1262,2,2,Rural,1998,115073.28540182444,91.18326893963902,27,Budget
1642,4,1,Suburb,1978,168177.22592745972,102.42218387786828,47,Budget
2966,3,2,Suburb,1965,317845.032456809,107.16285652623365,60,High-End
2248,2,3,Rural,1969,207784.69693159737,92.43091500515897,56,Mid-Range
1257,3,1,Suburb,1989,115138.5088434911,91.5978590640343,36,Budget
2257,4,1,Urban,1989,197206.6142395504,87.3755490649315,36,Mid-Range
2359,4,3,Suburb,1986,199644.0668905305,84.63080410789762,39,Mid-Range
1408,2,1,Suburb,1976,140812.63108564963,100.00897094151252,49,Budget
2851,2,1,Suburb,1969,281712.16871559096,98.81170421451804,56,High-End
1974,5,1,Suburb,1956,216782.73356198976,109.81901396250748,69,Mid-Range
2047,2,1,Rural,1956,187090.40309469923,91.39736350498252,69,Budget
1270,5,2,Suburb,1965,87329.66760115397,68.76351779618423,60,Budget
2118,2,3,Suburb,1976,194891.34529895696,92.01668805427619,49,Mid-Range
1141,5,1,Urban,1952,108040.29096404435,94.68912442072248,73,Budget
2717,4,2,Rural,2019,223738.04245227168,82.34745765633849,6,Mid-Range
2741,3,1,Urban,1970,317531.95571702946,115.84529577418076,55,High-End
1901,4,2,Suburb,2007,175911.0324538879,92.53605073849968,18,Budget
1973,5,2,Suburb,1982,219087.983332602,111.04307315387835,43,Mid-Range
2104,4,3,Urban,1979,202433.980490142,96.21386905425001,46,Mid-Range
1273,2,2,Urban,1969,114852.836953434,90.22218142453575,56,Budget
1275,2,1,Suburb,1968,119000.96323623614,93.33408881273424,57,Budget
2906,3,3,Urban,2004,286727.94401225453,98.6675650420697,21,High-End
2981,3,3,Suburb,1951,308688.7646383948,103.55208474954539,74,High-End
1464,4,1,Suburb,2020,179210.7909967203,122.41174248409855,5,Budget
2231,3,1,Rural,1995,285437.5154777476,127.94151298868113,30,High-End
2319,2,3,Urban,2014,201882.66396374995,87.05591374029751,11,Mid-Range
2062,2,2,Rural,1956,123551.69150057418,59.918376091452075,69,Budget
2971,2,3,Suburb,1982,360887.76349573006,121.47013244555033,43,High-End
1287,5,3,Rural,1958,164679.26621386613,127.95591780409178,67,Budget
2147,5,1,Rural,2011,255275.66661998804,118.89877346063719,14,Mid-Range
1875,4,1,Suburb,1970,177810.13467702444,94.83207182774638,55,Budget
2992,5,1,Suburb,2005,423164.5899449282,141.4320153559252,20,High-End
2306,3,3,Rural,1979,263997.68587781355,114.48295137806312,46,High-End
1877,2,3,Rural,1968,187177.70801862032,99.72174108610567,57,Budget
1179,4,1,Urban,1984,80307.75261832887,68.11514216991422,41,Budget
2120,5,3,Rural,1978,309748.50629782694,146.10778598954101,47,High-End
2214,4,1,Urban,1983,179056.13572607946,80.8744967145797,42,Budget
2097,4,3,Rural,1978,342664.23541397863,163.40688384071464,47,High-End
1446,3,2,Urban,2019,212096.249914556,146.67790450522546,6,Mid-Range
1784,3,1,Rural,2007,167397.60023234354,93.83273555624638,18,Budget
2520,3,2,Suburb,2021,293957.26610113145,116.64970877029026,4,High-End
1560,4,1,Suburb,1965,129784.22048277417,83.19501312998344,60,Budget
1483,4,1,Rural,1955,222955.28981382248,150.34072138491064,70,Mid-Range
1848,3,3,Rural,1989,166035.41942963563,89.84600618486776,36,Budget
1721,5,1,Rural,2002,135119.80183772318,78.51237759309889,23,Budget
1115,2,2,Suburb,1950,65938.5953062906,59.137753637928796,75,Budget
1534,3,2,Rural,2012,194668.183666286,126.90233615794394,13,Mid-Range
2121,5,3,Suburb,2005,251123.49164198735,118.39862877981487,20,Mid-Range
2351,4,1,Rural,1955,263882.47912004846,112.24265381541832,70,High-End
2932,4,1,Rural,2003,284685.45450102835,97.09599403172864,22,High-End
1406,5,3,Rural,1984,160245.0390629769,113.97228951847575,41,Budget
2336,5,1,Suburb,1966,271662.0900342166,116.29370292560641,59,High-End
2725,4,1,Urban,1969,363640.0800135482,133.445900922403,56,High-End
1693,4,2,Rural,2008,178550.55715705498,105.46400304610454,17,Budget
2171,4,2,Suburb,1968,262968.2924678492,121.12772568763206,57,High-End
2365,4,2,Rural,1962,339137.63498982706,143.39857716271757,63,High-End
1494,3,2,Suburb,1963,201518.9325958324,134.88549705209664,62,Mid-Range
1947,4,1,Suburb,1979,192826.56835228088,99.0377854916697,46,Mid-Range
1022,4,1,Urban,1955,125182.92185514791,122.48818185435216,70,Budget
2128,5,2,Rural,1992,262840.55554034875,123.51529865617893,33,High-End
2698,5,1,Rural,1953,215240.9295121697,79.77795756566705,72,Mid-Range
2602,5,3,Suburb,1967,261599.7428305515,100.53794882035031,58,High-End
2825,4,3,Rural,1967,322744.28455384774,114.2457644438399,58,High-End
2824,5,1,Urban,1955,405405.0645992828,143.5570342065449,70,High-End
1557,4,1,Rural,1970,249362.15047413815,160.155523747038,55,Mid-Range
2616,4,2,Suburb,2015,227140.09394091024,86.82725303551615,10,Mid-Range
1940,5,2,Suburb,1970,172404.69028467237,88.86839705395482,55,Budget
2682,2,3,Suburb,1961,374900.2020853631,139.78381882377445,64,High-End
2245,3,1,Rural,1989,185505.2195034841,82.63038730667444,36,Budget
1854,3,1,Suburb,1967,136117.64905009023,73.41836518343594,58,Budget
2038,2,2,Suburb,2014,130238.18953626131,63.904901637027145,11,Budget
1890,2,1,Rural,1974,175003.49959948284,92.5944442325306,51,Budget
2656,4,2,Rural,1969,384608.61892972415,144.80746194643228,56,High-End
1077,5,2,Suburb,1952,181941.362694616,168.93348439611512,73,Budget
2345,3,1,Suburb,1992,251862.6812955436,107.40412848424033,33,Mid-Range
1806,3,2,Suburb,2012,281877.95863970806,156.07860389795573,13,High-End
2264,2,3,Suburb,2007,339631.78648291016,150.0140399659497,18,High-End
2041,5,2,Urban,1998,210932.1816948845,103.34746775839514,27,Mid-Range
1767,3,3,Urban,2020,122720.99300088844,69.4516089422119,5,Budget
1453,3,1,Suburb,1992,97599.29968429684,67.17088760103017,33,Budget
2466,4,1,Rural,1950,228084.56036186457,92.49171142005862,75,Mid-Range
1927,4,1,Rural,1962,211832.2369060186,109.92850903270296,63,Mid-Range
1276,4,1,Urban,1965,237302.15666633207,185.97347701123203,60,Mid-Range
2447,3,1,Urban,2011,309815.408892074,126.61030195834655,14,High-End
2499,3,2,Urban,1999,229818.68814767533,91.96426096345552,26,Mid-Range
2050,4,1,Rural,2007,257450.2154863338,125.58547096894331,18,Mid-Range
1513,4,1,Urban,2010,207752.85164601132,137.31186493457457,15,Mid-Range
2888,5,1,Rural,1957,248523.99774273852,86.05401583889838,68,Mid-Range
1463,3,3,Rural,1965,144939.04461195137,99.06975024740353,60,Budget
1806,3,2,Urban,2010,103680.73069320196,57.409042465781816,15,Budget
1823,2,1,Suburb,1965,220256.63008772797,120.82097097516619,60,Mid-Range
1362,4,1,Suburb,1986,144237.97851413992,105.90159949643166,39,Budget
2406,4,2,Rural,2002,267238.47373450187,111.07168484393262,23,High-End
1750,4,3,Rural,2019,256554.4975823073,146.60257004703274,6,Mid-Range
1524,3,1,Urban,2007,230079.43786637328,150.9707597548381,18,Mid-Range
2405,5,3,Suburb,1974,322670.0200200274,134.1663284906559,51,High-End
2207,3,2,Urban,1950,291831.9222239979,132.23014146986765,75,High-End
2217,2,1,Suburb,1981,232354.53486001265,104.80583439784061,44,Mid-Range
2485,2,2,Rural,1994,259570.93249061945,104.45510361795552,31,High-End
1055,5,1,Urban,1999,208839.96465353871,197.9525731313163,26,Mid-Range
2253,4,1,Rural,1962,228466.82702552184,101.40560453862487,63,Mid-Range
1488,2,1,Urban,1973,88946.02275434436,59.775552926306695,52,Budget
2051,3,1,Urban,1979,130114.8718493537,63.43972298847084,46,Budget
2855,2,2,Rural,1992,348460.8137245219,122.05282442189909,33,High-End
2606,2,1,Rural,2011,267372.8443201157,102.59894256335983,14,High-End
1721,5,3,Urban,2004,263379.8188681152,153.03882560610992,21,High-End
2983,5,1,Suburb,1970,264121.4579503605,88.54222525992641,55,High-End
2207,3,2,Urban,1993,229327.8674349922,103.90931918214417,32,Mid-Range
2448,4,3,Rural,1972,287897.56948056223,117.60521629107934,53,High-End
2398,5,1,Rural,1963,361139.4122578051,150.60025532018562,62,High-End
2891,5,2,Urban,2005,286771.44104940176,99.19454896208985,20,High-End
1040,4,2,Rural,1982,184545.13326559475,177.44724352461034,43,Budget
2507,2,1,Urban,2008,256735.62110477668,102.40750742113151,17,Mid-Range
2003,3,3,Urban,1952,206157.99125333212,102.92460871359566,73,Mid-Range
1259,3,2,Rural,2018,200180.54994229405,158.99964252763627,7,Mid-Range
1440,2,2,Urban,1957,239144.63447774985,166.0726628317707,68,Mid-Range
1925,4,3,Rural,1999,228625.4950395087,118.76649092961492,26,Mid-Range
1855,4,1,Urban,2020,95150.19487493826,51.29390559295863,5,Budget
1083,5,1,Suburb,2008,97703.81746986696,90.21589794078206,17,Budget
1045,4,1,Urban,1984,101891.901900268,97.50421234475407,41,Budget
1439,3,1,Rural,1959,197908.81501412508,137.53218555533363,66,Mid-Range
2694,3,3,Suburb,1967,219583.6040436275,81.50839051359596,58,Mid-Range
2879,3,2,Rural,1955,311960.63036671025,108.35728737989241,70,High-End
2542,4,1,Suburb,2007,283279.316954596,111.4395424683698,18,High-End
1985,2,2,Urban,2005,238360.6334691,120.08092366201511,20,Mid-Range
2868,3,2,Suburb,2004,363441.3881432074,126.72293868312671,21,High-End
2461,3,3,Rural,1988,203607.20769085607,82.73352608324099,37,Mid-Range
1135,2,2,Urban,1980,114606.97359394086,100.97530713122542,45,Budget
2206,5,1,Suburb,1998,224698.87575744637,101.8580579136203,27,Mid-Range
2732,4,2,Suburb,1987,283082.73409420176,103.61739900959068,38,High-End
2195,3,1,Urban,1995,218665.78427815143,99.61994727934007,30,Mid-Range
1908,4,1,Rural,2003,218831.3901502722,114.69150427163113,22,Mid-Range
1860,3,1,Urban,1982,257574.96550317545,138.48116424901906,43,Mid-Range
1787,3,2,Urban,2000,153647.92586276776,85.98093221195734,25,Budget
1589,5,3,Rural,1956,150778.5377723881,94.88894762264827,69,Budget
2951,2,2,Suburb,2020,271997.95839973533,92.17145320221462,5,High-End
1955,2,3,Suburb,2009,279369.72541800013,142.90011530332487,16,High-End
1689,2,3,Urban,2009,170132.20558682297,100.72954741670986,16,Budget
1538,5,3,Rural,1964,168767.97811071228,109.73210540358406,61,Budget
2143,5,2,Suburb,1975,381617.5236775664,178.07630596246682,50,High-End
2304,2,3,Suburb,2007,222730.0810671333,96.67104212983216,18,Mid-Range
2331,4,3,Urban,1968,211892.73164357615,90.90207277716695,57,Mid-Range
1707,4,3,Urban,2002,110458.91963287434,64.70938467069381,23,Budget
2300,5,1,Suburb,1987,356123.24517561274,154.83619355461423,38,High-End
2553,4,3,Rural,2003,342619.29538216034,134.2026225547044,22,High-End
1294,2,1,Rural,1967,136252.22307322462,105.29538104576865,58,Budget
2806,3,3,Urban,1950,269994.5311109722,96.2204316147442,75,High-End
1052,4,2,Rural,2019,160848.39690771926,152.89771569174835,6,Budget
1805,2,1,Rural,1969,181790.4391447758,100.71492473394781,56,Budget
2455,2,3,Urban,1980,304360.710806328,123.97584961561222,45,High-End
1051,2,2,Suburb,1967,53028.225024317,50.45501905263273,58,Budget
1727,4,1,Suburb,1966,194805.23764076355,112.79979017994415,59,Mid-Range
1071,3,2,Urban,1981,83751.97257310196,78.19978764995514,44,Budget
1027,4,3,Rural,2012,109463.89151472386,106.58606768717026,13,Budget
1468,2,3,Urban,2005,113239.87488759158,77.13887935122042,20,Budget
2935,2,3,Suburb,1991,339007.6077182285,115.50514743380869,34,High-End
1763,2,3,Urban,2018,140685.292677859,79.79880469532557,7,Budget
1885,5,1,Urban,2012,299309.7952573065,158.78503727178062,13,High-End
1911,4,1,Suburb,2008,216753.28631420535,113.42401167671656,17,Mid-Range
1546,3,1,Urban,2020,126996.6191781557,82.14529054214469,5,Budget
2424,4,3,Urban,1965,249413.00332112587,102.89315318528296,60,Mid-Range
1200,2,3,Suburb,1956,138246.73667785982,115.20561389821651,69,Budget
2784,2,2,Rural,2006,408594.3656247743,146.76521753763444,19,High-End
2634,5,2,Urban,1969,350553.3731031937,133.08784096552532,56,High-End
1819,2,1,Rural,2007,57393.453026128176,31.552200674067166,18,Budget
2489,4,3,Rural,1957,265671.81585073227,106.7383751911339,68,High-End
2675,4,3,Rural,1998,248482.08123198512,92.89049765681686,27,Mid-Range
2618,4,2,Rural,1996,199292.57570326224,76.12397849628046,29,Mid-Range
1559,2,1,Urban,2008,276675.5999205868,177.46991656227505,17,High-End
2813,5,3,Suburb,1964,309690.63822493266,110.09265489688327,61,High-End
1378,4,2,Urban,1960,138336.6529706687,100.38944337494101,65,Budget
2783,3,1,Rural,1973,398641.53559464944,143.24165849610114,52,High-End
2918,3,1,Rural,2018,336246.0917404558,115.23169696382996,7,High-End
2200,3,1,Urban,1977,214379.16363843696,97.44507438110772,48,Mid-Range
2075,4,2,Rural,1972,256061.385332002,123.4030772684347,53,Mid-Range
1078,5,3,Rural,1951,229586.54560004047,212.9745320965125,74,Mid-Range
2408,2,2,Urban,1963,236100.71272124047,98.04846873805667,62,Mid-Range
1833,5,3,Urban,1973,233086.1129628181,127.16099997971527,52,Mid-Range
2599,2,3,Suburb,1957,347625.8545763622,133.7536954891736,68,High-End
2031,2,3,Rural,2002,183399.31189016477,90.30000585434011,23,Budget
2237,2,1,Rural,2008,296270.93925332715,132.4411887587515,17,High-End
1024,2,3,Urban,1950,153648.61303496218,150.04747366695526,75,Budget
1449,4,1,Urban,2017,255717.44098276453,176.47856520549658,8,Mid-Range
1767,3,2,Rural,1972,101087.48858088236,57.208539095009826,53,Budget
1754,4,3,Urban,1969,153181.17408042122,87.33248237196193,56,Budget
2992,5,2,Urban,1966,285001.046006009,95.254360296126,59,High-End
2480,2,2,Urban,1988,232416.8540422457,93.71647340413132,37,Mid-Range
2484,4,3,Rural,1978,290211.57735752687,116.83235803443111,47,High-End
1197,4,3,Rural,2000,268885.2498528029,224.6326231017568,25,High-End
2117,4,1,Suburb,2019,175525.8262334562,82.91253010555323,6,Budget
2742,2,3,Suburb,2008,261173.0679885156,95.24911305197506,17,High-End
2970,2,1,Suburb,1967,375363.87415963726,126.38514281469268,58,High-End
1436,2,1,Suburb,2012,168789.88193875836,117.54170051445568,13,Budget
2550,4,3,Rural,2009,377418.3918448754,148.00721248818644,16,High-End
1689,4,3,Urban,1996,188462.81878305844,111.58248595799789,29,Budget
2990,5,3,Rural,1950,319172.8644795182,106.74677741789907,75,High-End
2401,3,1,Rural,2018,312147.747995103,130.00739191799374,7,High-End
1586,3,1,Rural,1953,147485.61595598137,92.99219164942079,72,Budget
1103,2,1,Suburb,1995,83705.79431100271,75.88920608431796,30,Budget
2829,3,1,Urban,1986,305240.74353529594,107.89704614185081,39,High-End
2703,2,1,Urban,2012,245143.3189916616,90.69305179121775,13,Mid-Range
2985,2,3,Rural,1951,324700.0838385376,108.77724751709803,74,High-End
1626,4,1,Suburb,1984,204725.30660120965,125.90732263297026,41,Mid-Range
2062,3,3,Rural,1968,305443.348546091,148.1296549690063,57,High-End
1457,5,1,Urban,1974,96928.39814304482,66.52601107964641,51,Budget
1363,2,1,Urban,1991,255440.7748725055,187.4106932300114,34,Mid-Range
2808,2,3,Rural,1991,271313.8091210074,96.62172689494565,34,High-End
1134,5,2,Urban,2014,254025.83726015763,224.0086748325905,11,Mid-Range
1373,3,2,Suburb,1956,137174.87346332145,99.90886632434191,69,Budget
2255,5,1,Urban,1984,244334.33209155375,108.35225369913692,41,Mid-Range
1038,3,3,Rural,2015,179287.00258267944,172.72350923186843,10,Budget
2987,3,2,Urban,1989,238465.1113882563,79.83431917919528,36,Mid-Range
2826,3,2,Rural,1958,252277.00736072616,89.26999552750395,67,Mid-Range
1818,3,3,Rural,1952,130484.7026789739,71.77376384982063,73,Budget
1046,3,2,Suburb,2000,184808.45785165197,176.68112605320457,25,Budget
1035,3,1,Rural,1978,146510.0111691739,141.55556634702793,47,Budget
2855,2,1,Rural,1963,359620.836937528,125.96176425132329,62,High-End
1094,4,1,Urban,2021,139639.40254721476,127.64113578356012,4,Budget
1984,2,2,Urban,1990,153931.18706477602,77.5862838028105,35,Budget
2384,2,3,Urban,2005,256698.73535269796,107.6756440237827,20,Mid-Range
2548,5,3,Suburb,2013,275742.3590789131,108.21913621621394,12,High-End
2169,4,1,Suburb,1973,191175.2128799735,88.13979385890894,52,Mid-Range
2940,4,1,Urban,1975,328170.7019618446,111.622687742124,50,High-End
1367,4,1,Suburb,1960,171357.78798240828,125.35317335947936,65,Budget
1064,3,1,Urban,1954,139139.95252343547,130.770632070898,71,Budget
2251,3,2,Suburb,1983,276694.97947279044,122.92091491461147,42,High-End
1753,3,1,Rural,2005,181221.81935505377,103.37810573591202,20,Budget
2543,2,2,Urban,1988,309138.6396341525,121.5645456681685,37,High-End
1815,4,1,Urban,1957,169728.90049047183,93.51454572477788,68,Budget
2876,4,3,Suburb,1994,357004.1370942145,124.13217562385762,31,High-End
2578,2,2,Suburb,1964,307655.49412010494,119.33882626846584,61,High-End
1755,3,3,Rural,1985,273202.7490286786,155.67108206762313,40,High-End
1180,5,3,Suburb,1974,191347.1179938668,162.15857457107356,51,Mid-Range
2524,4,3,Urban,2013,308822.9034399867,122.35455762281565,12,High-End
1596,2,1,Rural,1990,235150.23851428647,147.33724217687123,35,Mid-Range
2178,3,3,Urban,1986,238408.6897696413,109.46220834235137,39,Mid-Range
1786,2,3,Suburb,1991,120631.12243312558,67.54262174307144,34,Budget
2558,5,3,Urban,2007,331910.60600951494,129.75395074648748,18,High-End
1626,5,2,Rural,2019,133190.02206776434,81.91268269850205,6,Budget
2841,3,1,Urban,1967,351290.3934051764,123.65026167024865,58,High-End
2458,2,3,Suburb,2003,174094.061041773,70.82752686809317,22,Budget
2834,3,1,Urban,2020,358711.86194331595,126.57440435543964,5,High-End
2122,2,2,Urban,1989,330968.8370215089,155.97023422314274,36,High-End
1615,2,1,Rural,1967,187238.1449353319,115.93693184850272,58,Budget
2395,5,3,Suburb,1951,243681.86017011176,101.74607940296941,74,Mid-Range
2586,2,1,Rural,1956,269930.1582141046,104.38134501705514,69,High-End
2385,2,1,Rural,1986,285445.82604914973,119.68378450698103,39,High-End
1111,5,1,Rural,1987,167084.36878392147,150.39097100262958,38,Budget
1452,4,1,Suburb,1959,115466.64650844576,79.52248382124364,66,Budget
1755,4,1,Urban,2014,281687.0072290828,160.5054172245486,11,High-End
2192,4,2,Suburb,2011,201403.38946548387,91.88110833279373,14,Mid-Range
1583,4,3,Urban,1984,138759.71277814746,87.65616726351703,41,Budget
1138,2,1,Rural,2014,92816.31997347732,81.56091386070064,11,Budget
2871,4,1,Urban,1985,325892.9928103375,113.51201421467695,40,High-End
1230,4,3,Suburb,1990,164209.27995917463,133.5034796416054,35,Budget
2262,2,3,Suburb,1983,233109.93893445763,103.05479174821292,42,Mid-Range
1983,4,3,Suburb,2020,258752.0327763708,130.48514007885566,5,Mid-Range
1252,4,3,Urban,1972,142725.6577576554,113.99812919940527,53,Budget
2459,3,1,Urban,1967,257794.3501903728,104.83706799120488,58,Mid-Range
2942,4,3,Suburb,2014,300236.3650038594,102.05178960022413,11,High-End
1560,3,2,Suburb,1960,189515.19643532496,121.48410027905446,65,Mid-Range
2445,4,1,Urban,1969,231017.9636849054,94.48587471775272,56,Mid-Range
2326,2,2,Rural,1981,234217.6652352431,100.69547086639858,44,Mid-Range
1071,4,3,Suburb,2009,158568.10101522232,148.05611672756518,16,Budget
2286,5,2,Urban,2000,334057.18446458154,146.13175173428763,25,High-End
2857,2,1,Suburb,1976,185571.8940337336,64.95341058233588,49,Budget
1221,4,1,Rural,2017,147050.75997805817,120.43469285672249,8,Budget
2100,4,1,Rural,2013,236132.41441924745,112.44400686630831,12,Mid-Range
1061,2,1,Rural,1972,67752.49480292315,63.85720528079467,53,Budget
2494,5,2,Urban,2012,241961.9938428564,97.01763987283738,13,Mid-Range
2180,2,1,Rural,1954,171115.87518782448,78.49352072835985,71,Budget
1805,5,1,Suburb,2019,262134.92863361724,145.22710727624224,6,High-End
1124,2,1,Rural,1981,35936.28028500006,31.971779612989376,44,Budget
1740,2,3,Suburb,2008,137709.66135935727,79.1434835398605,17,Budget
2875,3,2,Suburb,2019,265807.2522812405,92.45469644564886,6,High-End
